Year,County Code,County Name,Disposition Code,Type of Disposition,Deaths,Percent
2013,65,Yates,2,Cremation,136,55.3%
2013,65,Yates,3,Other/Unknown,8,3.3%
2014,1,New York State,0,Total,147488,100.0%
2014,1,New York State,1,Burial,78235,53.0%
2014,1,New York State,2,Cremation,59456,40.3%
2014,1,New York State,3,Other/Unknown,9797,6.6%
2014,2,New York City,0,Total,51704,100.0%
2014,2,New York City,1,Burial,31581,61.1%
2014,2,New York City,2,Cremation,17392,33.6%
2014,2,New York City,3,Other/Unknown,2731,5.3%
2014,3,Bronx,0,Total,9024,100.0%
2014,3,Bronx,1,Burial,5050,56.0%
2014,3,Bronx,2,Cremation,3404,37.7%
2014,3,Bronx,3,Other/Unknown,570,6.3%
2014,4,Kings,0,Total,15380,100.0%
2014,4,Kings,1,Burial,10629,69.1%
2014,4,Kings,2,Cremation,4118,26.8%
2014,4,Kings,3,Other/Unknown,633,4.1%
2014,5,New York,0,Total,9701,100.0%
2014,5,New York,1,Burial,4891,50.4%
2014,5,New York,2,Cremation,4355,44.9%
2014,5,New York,3,Other/Unknown,455,4.7%
2014,6,Queens,0,Total,14127,100.0%
2014,6,Queens,1,Burial,8925,63.2%
2014,6,Queens,2,Cremation,4387,31.1%
2014,6,Queens,3,Other/Unknown,815,5.8%
2014,7,Richmond,0,Total,3472,100.0%
2014,7,Richmond,1,Burial,2086,60.1%
2014,7,Richmond,2,Cremation,1128,32.5%
2014,7,Richmond,3,Other/Unknown,258,7.4%
2014,8,Rest of State,0,Total,95784,100.0%
2014,8,Rest of State,1,Burial,46654,48.7%
2014,8,Rest of State,2,Cremation,42064,43.9%
2014,8,Rest of State,3,Other/Unknown,7066,7.4%
2014,9,Albany,0,Total,2549,100.0%
2014,9,Albany,1,Burial,1347,52.8%
2014,9,Albany,2,Cremation,1022,40.1%
2014,9,Albany,3,Other/Unknown,180,7.1%
2014,10,Allegany,0,Total,455,100.0%
2014,10,Allegany,1,Burial,207,45.5%
2014,10,Allegany,2,Cremation,234,51.4%
2014,10,Allegany,3,Other/Unknown,14,3.1%
2014,11,Broome,0,Total,2040,100.0%
2014,11,Broome,1,Burial,830,40.7%
2014,11,Broome,2,Cremation,968,47.5%
2014,11,Broome,3,Other/Unknown,242,11.9%
2014,12,Cattaraugus,0,Total,795,100.0%
2014,12,Cattaraugus,1,Burial,361,45.4%
2014,12,Cattaraugus,2,Cremation,393,49.4%
2014,12,Cattaraugus,3,Other/Unknown,41,5.2%
2014,13,Cayuga,0,Total,744,100.0%
2014,13,Cayuga,1,Burial,343,46.1%
2014,13,Cayuga,2,Cremation,326,43.8%
2014,13,Cayuga,3,Other/Unknown,75,10.1%
2014,14,Chautauqua,0,Total,1438,100.0%
2014,14,Chautauqua,1,Burial,618,43.0%
2014,14,Chautauqua,2,Cremation,669,46.5%
2014,14,Chautauqua,3,Other/Unknown,151,10.5%
2014,15,Chemung,0,Total,962,100.0%
2014,15,Chemung,1,Burial,440,45.7%
2014,15,Chemung,2,Cremation,503,52.3%
2014,15,Chemung,3,Other/Unknown,19,2.0%
2014,16,Chenango,0,Total,531,100.0%
2014,16,Chenango,1,Burial,178,33.5%
2014,16,Chenango,2,Cremation,325,61.2%
2014,16,Chenango,3,Other/Unknown,28,5.3%
2014,17,Clinton,0,Total,690,100.0%
2014,17,Clinton,1,Burial,251,36.4%
2014,17,Clinton,2,Cremation,405,58.7%
2014,17,Clinton,3,Other/Unknown,34,4.9%
2014,18,Columbia,0,Total,648,100.0%
2014,18,Columbia,1,Burial,284,43.8%
2014,18,Columbia,2,Cremation,338,52.2%
2014,18,Columbia,3,Other/Unknown,26,4.0%
2014,19,Cortland,0,Total,414,100.0%
2014,19,Cortland,1,Burial,168,40.6%
2014,19,Cortland,2,Cremation,229,55.3%
2014,19,Cortland,3,Other/Unknown,17,4.1%
2014,20,Delaware,0,Total,524,100.0%
2014,20,Delaware,1,Burial,213,40.6%
2014,20,Delaware,2,Cremation,296,56.5%
2014,20,Delaware,3,Other/Unknown,15,2.9%
2014,21,Dutchess,0,Total,2273,100.0%
2014,21,Dutchess,1,Burial,1035,45.5%
2014,21,Dutchess,2,Cremation,1084,47.7%
2014,21,Dutchess,3,Other/Unknown,154,6.8%
2014,22,Erie,0,Total,9647,100.0%
2014,22,Erie,1,Burial,3783,39.2%
2014,22,Erie,2,Cremation,4782,49.6%
2014,22,Erie,3,Other/Unknown,1082,11.2%
2014,23,Essex,0,Total,367,100.0%
2014,23,Essex,1,Burial,124,33.8%
2014,23,Essex,2,Cremation,237,64.6%
2014,23,Essex,3,Other/Unknown,6,1.6%
2014,24,Franklin,0,Total,419,100.0%
2014,24,Franklin,1,Burial,153,36.5%
2014,24,Franklin,2,Cremation,252,60.1%
2014,24,Franklin,3,Other/Unknown,14,3.3%
2014,25,Fulton,0,Total,580,100.0%
2014,25,Fulton,1,Burial,256,44.1%
2014,25,Fulton,2,Cremation,292,50.3%
2014,25,Fulton,3,Other/Unknown,32,5.5%
2014,26,Genesee,0,Total,617,100.0%
2014,26,Genesee,1,Burial,257,41.7%
2014,26,Genesee,2,Cremation,310,50.2%
2014,26,Genesee,3,Other/Unknown,50,8.1%
2014,27,Greene,0,Total,514,100.0%
2014,27,Greene,1,Burial,200,38.9%
2014,27,Greene,2,Cremation,290,56.4%
2014,27,Greene,3,Other/Unknown,24,4.7%
2014,28,Hamilton,0,Total,60,100.0%
2014,28,Hamilton,1,Burial,19,31.7%
2014,28,Hamilton,2,Cremation,39,65.0%
2014,28,Hamilton,3,Other/Unknown,2,3.3%
2014,29,Herkimer,0,Total,712,100.0%
2014,29,Herkimer,1,Burial,296,41.6%
2014,29,Herkimer,2,Cremation,344,48.3%
2014,29,Herkimer,3,Other/Unknown,72,10.1%
2014,30,Jefferson,0,Total,856,100.0%
2014,30,Jefferson,1,Burial,290,33.9%
2014,30,Jefferson,2,Cremation,506,59.1%
2014,30,Jefferson,3,Other/Unknown,60,7.0%
2014,31,Lewis,0,Total,239,100.0%
2014,31,Lewis,1,Burial,120,50.2%
2014,31,Lewis,2,Cremation,100,41.8%
2014,31,Lewis,3,Other/Unknown,19,7.9%
2014,32,Livingston,0,Total,481,100.0%
2014,32,Livingston,1,Burial,236,49.1%
2014,32,Livingston,2,Cremation,229,47.6%
2014,32,Livingston,3,Other/Unknown,16,3.3%
2014,33,Madison,0,Total,620,100.0%
2014,33,Madison,1,Burial,256,41.3%
2014,33,Madison,2,Cremation,315,50.8%
2014,33,Madison,3,Other/Unknown,49,7.9%
2014,34,Monroe,0,Total,6533,100.0%
2014,34,Monroe,1,Burial,2623,40.2%
2014,34,Monroe,2,Cremation,3290,50.4%
2014,34,Monroe,3,Other/Unknown,620,9.5%
2014,35,Montgomery,0,Total,553,100.0%
2014,35,Montgomery,1,Burial,257,46.5%
2014,35,Montgomery,2,Cremation,260,47.0%
2014,35,Montgomery,3,Other/Unknown,36,6.5%
2014,36,Nassau,0,Total,10510,100.0%
2014,36,Nassau,1,Burial,7030,66.9%
2014,36,Nassau,2,Cremation,2778,26.4%
2014,36,Nassau,3,Other/Unknown,702,6.7%
2014,37,Niagara,0,Total,2289,100.0%
2014,37,Niagara,1,Burial,871,38.1%
2014,37,Niagara,2,Cremation,1138,49.7%
2014,37,Niagara,3,Other/Unknown,280,12.2%
2014,38,Oneida,0,Total,2436,100.0%
2014,38,Oneida,1,Burial,1283,52.7%
2014,38,Oneida,2,Cremation,966,39.7%
2014,38,Oneida,3,Other/Unknown,187,7.7%
2014,39,Onondaga,0,Total,4233,100.0%
2014,39,Onondaga,1,Burial,1955,46.2%
2014,39,Onondaga,2,Cremation,1824,43.1%
2014,39,Onondaga,3,Other/Unknown,454,10.7%
2014,40,Ontario,0,Total,1019,100.0%
2014,40,Ontario,1,Burial,365,35.8%
2014,40,Ontario,2,Cremation,606,59.5%
2014,40,Ontario,3,Other/Unknown,48,4.7%
2014,41,Orange,0,Total,2558,100.0%
2014,41,Orange,1,Burial,1269,49.6%
2014,41,Orange,2,Cremation,1182,46.2%
2014,41,Orange,3,Other/Unknown,107,4.2%
2014,42,Orleans,0,Total,426,100.0%
2014,42,Orleans,1,Burial,173,40.6%
2014,42,Orleans,2,Cremation,237,55.6%
2014,42,Orleans,3,Other/Unknown,16,3.8%
2014,43,Oswego,0,Total,1074,100.0%
2014,43,Oswego,1,Burial,422,39.3%
2014,43,Oswego,2,Cremation,590,54.9%
2014,43,Oswego,3,Other/Unknown,62,5.8%
2014,44,Otsego,0,Total,580,100.0%
2014,44,Otsego,1,Burial,180,31.0%
2014,44,Otsego,2,Cremation,372,64.1%
2014,44,Otsego,3,Other/Unknown,28,4.8%
2014,45,Putnam,0,Total,616,100.0%
2014,45,Putnam,1,Burial,287,46.6%
2014,45,Putnam,2,Cremation,295,47.9%
2014,45,Putnam,3,Other/Unknown,34,5.5%
2014,46,Rensselaer,0,Total,1444,100.0%
2014,46,Rensselaer,1,Burial,751,52.0%
2014,46,Rensselaer,2,Cremation,597,41.3%
2014,46,Rensselaer,3,Other/Unknown,96,6.6%
2014,47,Rockland,0,Total,1852,100.0%
2014,47,Rockland,1,Burial,1200,64.8%
2014,47,Rockland,2,Cremation,539,29.1%
2014,47,Rockland,3,Other/Unknown,113,6.1%
2014,48,St Lawrence,0,Total,885,100.0%
2014,48,St Lawrence,1,Burial,404,45.6%
2014,48,St Lawrence,2,Cremation,447,50.5%
2014,48,St Lawrence,3,Other/Unknown,34,3.8%
2014,49,Saratoga,0,Total,1636,100.0%
2014,49,Saratoga,1,Burial,731,44.7%
2014,49,Saratoga,2,Cremation,800,48.9%
2014,49,Saratoga,3,Other/Unknown,105,6.4%
2014,50,Schenectady,0,Total,1507,100.0%
2014,50,Schenectady,1,Burial,760,50.4%
2014,50,Schenectady,2,Cremation,633,42.0%
2014,50,Schenectady,3,Other/Unknown,114,7.6%
2014,51,Schoharie,0,Total,281,100.0%
2014,51,Schoharie,1,Burial,87,31.0%
2014,51,Schoharie,2,Cremation,180,64.1%
2014,51,Schoharie,3,Other/Unknown,14,5.0%
2014,52,Schuyler,0,Total,182,100.0%
2014,52,Schuyler,1,Burial,71,39.0%
2014,52,Schuyler,2,Cremation,105,57.7%
2014,52,Schuyler,3,Other/Unknown,6,3.3%
2014,53,Seneca,0,Total,361,100.0%
2014,53,Seneca,1,Burial,140,38.8%
2014,53,Seneca,2,Cremation,203,56.2%
2014,53,Seneca,3,Other/Unknown,18,5.0%
2014,54,Steuben,0,Total,1038,100.0%
2014,54,Steuben,1,Burial,440,42.4%
2014,54,Steuben,2,Cremation,564,54.3%
2014,54,Steuben,3,Other/Unknown,34,3.3%
2014,55,Suffolk,0,Total,11532,100.0%
2014,55,Suffolk,1,Burial,6812,59.1%
2014,55,Suffolk,2,Cremation,4120,35.7%
2014,55,Suffolk,3,Other/Unknown,600,5.2%
2014,56,Sullivan,0,Total,708,100.0%
2014,56,Sullivan,1,Burial,295,41.7%
2014,56,Sullivan,2,Cremation,387,54.7%
2014,56,Sullivan,3,Other/Unknown,26,3.7%
2014,57,Tioga,0,Total,469,100.0%
2014,57,Tioga,1,Burial,170,36.2%
2014,57,Tioga,2,Cremation,273,58.2%
2014,57,Tioga,3,Other/Unknown,26,5.5%
2014,58,Tompkins,0,Total,685,100.0%
2014,58,Tompkins,1,Burial,206,30.1%
2014,58,Tompkins,2,Cremation,413,60.3%
2014,58,Tompkins,3,Other/Unknown,66,9.6%
2014,59,Ulster,0,Total,1620,100.0%
2014,59,Ulster,1,Burial,726,44.8%
2014,59,Ulster,2,Cremation,825,50.9%
2014,59,Ulster,3,Other/Unknown,69,4.3%
2014,60,Warren,0,Total,680,100.0%
2014,60,Warren,1,Burial,235,34.6%
2014,60,Warren,2,Cremation,391,57.5%
2014,60,Warren,3,Other/Unknown,54,7.9%
2014,61,Washington,0,Total,610,100.0%
2014,61,Washington,1,Burial,246,40.3%
2014,61,Washington,2,Cremation,315,51.6%
2014,61,Washington,3,Other/Unknown,49,8.0%
2014,62,Wayne,0,Total,813,100.0%
2014,62,Wayne,1,Burial,305,37.5%
2014,62,Wayne,2,Cremation,468,57.6%
2014,62,Wayne,3,Other/Unknown,40,4.9%
2014,63,Westchester,0,Total,6853,100.0%
2014,63,Westchester,1,Burial,3855,56.3%
2014,63,Westchester,2,Cremation,2436,35.5%
2014,63,Westchester,3,Other/Unknown,562,8.2%
2014,64,Wyoming,0,Total,366,100.0%
2014,64,Wyoming,1,Burial,153,41.8%
2014,64,Wyoming,2,Cremation,191,52.2%
2014,64,Wyoming,3,Other/Unknown,22,6.0%
2014,65,Yates,0,Total,260,100.0%
2014,65,Yates,1,Burial,87,33.5%
2014,65,Yates,2,Cremation,151,58.1%
2014,65,Yates,3,Other/Unknown,22,8.5%
